latitude,longitude,timestamp,temperature,windspeed,humidity,precipitation,dewpoint,cloud_cover,pressure,solar_radiation,sunshine_duration,month,year,ndvi,elevation,Cluster
16.0,20.6667,2014-06-19 23:59:59.400,18.5,14.2,27,0.0,-0.8,0,963.7,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-20 00:59:59.395,17.9,14.4,28,0.0,-0.9,2,963.6,0.0,0.0,6,2014,1233,450,0
16.0,20.6667,2014-06-20 01:59:59.390,17.4,14.0,28,0.0,-1.3,4,963.6,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 02:59:59.385,16.9,13.9,28,0.0,-1.7,6,963.7,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 03:59:59.380,16.5,13.9,29,0.0,-1.6,4,964.1,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 04:59:59.375,16.2,14.2,29,0.0,-1.8,2,964.6,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 05:59:59.370,16.0,14.2,30,0.0,-1.5,0,965.1,51.0,1498.53,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 06:59:59.365,17.9,17.0,28,0.0,-0.8,0,966.1,210.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 07:59:59.360,20.4,22.2,24,0.0,-0.9,0,966.8,434.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 08:59:59.355,22.7,26.1,21,0.0,-0.8,0,967.1,661.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 09:59:59.350,24.5,26.9,19,0.0,-0.6,1,966.5,817.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 10:59:59.345,26.2,26.3,17,0.0,-0.7,1,965.6,894.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 11:59:59.340,27.5,25.2,16,0.0,-0.5,2,964.6,889.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 12:59:59.335,28.4,23.9,15,0.0,-0.7,1,964.0,811.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 13:59:59.330,28.9,22.1,13,0.0,-2.3,1,963.5,660.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 14:59:59.325,28.9,19.6,13,0.0,-2.3,0,963.2,449.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-20 15:59:59.320,28.0,16.1,14,0.0,-2.0,2,963.2,207.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 16:59:59.315,26.5,11.7,15,0.0,-2.3,4,963.4,37.0,609.41,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 17:59:59.310,25.0,8.9,17,0.0,-1.8,6,963.8,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-20 18:59:59.305,23.6,8.6,19,0.0,-1.4,5,964.2,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-20 19:59:59.300,22.1,9.4,21,0.0,-1.2,4,964.6,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-20 20:59:59.295,20.9,10.7,23,0.0,-1.0,3,964.9,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-20 21:59:59.290,20.0,12.1,24,0.0,-1.2,7,964.8,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 22:59:59.285,19.3,13.4,26,0.0,-0.7,12,964.5,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-20 23:59:59.280,18.7,14.7,27,0.0,-0.7,16,964.2,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 00:59:59.275,18.1,15.3,28,0.0,-0.7,18,964.0,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 01:59:59.270,17.7,15.3,30,0.0,-0.1,21,963.9,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 02:59:59.265,17.2,15.3,31,0.0,-0.1,23,964.0,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 03:59:59.260,16.6,14.7,32,0.0,-0.2,19,964.3,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 04:59:59.255,16.0,14.0,33,0.0,-0.3,15,964.8,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 05:59:59.250,16.2,14.8,33,0.0,-0.1,11,965.4,51.0,1499.26,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 06:59:59.245,17.6,18.1,31,0.0,0.3,13,966.1,209.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 07:59:59.240,19.9,22.7,28,0.0,0.8,15,966.8,433.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 08:59:59.235,22.0,26.0,25,0.0,1.1,17,967.1,659.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 09:59:59.230,23.9,26.0,22,0.0,0.9,17,966.5,816.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 10:59:59.225,25.6,24.1,20,0.0,1.0,17,965.4,893.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 11:59:59.220,27.0,22.5,18,0.0,0.6,17,964.5,889.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 12:59:59.215,27.8,21.3,16,0.0,-0.3,17,963.7,811.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 13:59:59.210,28.2,20.2,15,0.0,-0.9,17,963.1,662.0,3600.0,6,2014,1233,450,2
16.0,20.6667,2014-06-21 14:59:59.205,28.1,18.8,15,0.0,-1.0,17,962.6,451.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 15:59:59.200,27.2,16.1,15,0.0,-1.7,11,962.5,210.0,3600.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 16:59:59.195,25.7,12.5,17,0.0,-1.2,6,962.6,39.0,641.99,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 17:59:59.190,24.3,10.4,18,0.0,-1.5,0,962.9,0.0,0.0,6,2014,1233,450,1
16.0,20.6667,2014-06-21 18:59:59.185,23.1,9.4,20,0.0,-1.1,31,963.4,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 19:59:59.180,21.9,9.9,21,0.0,-1.4,61,963.9,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 20:59:59.175,20.8,11.2,23,0.0,-1.1,92,964.2,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 21:59:59.170,19.9,13.4,25,0.0,-0.7,69,964.1,0.0,0.0,6,2014,1233,450,-1
16.0,20.6667,2014-06-21 22:59:59.165,19.1,15.8,26,0.0,-0.9,45,963.8,0.0,0.0,6,2014,1233,450,-1
28.5,28.5,2014-06-15 00:00:00.000,13.9,7.1,73,0.0,9.1,93,990.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 01:00:00.000,13.5,7.4,76,0.0,9.3,1,990.1,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-15 01:59:59.990,13.0,9.7,79,0.0,9.4,0,989.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 02:59:59.985,12.5,5.5,80,0.0,9.1,5,989.4,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-15 03:59:59.980,12.2,7.4,80,0.0,8.9,35,989.9,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 04:59:59.975,12.0,2.6,83,0.0,9.2,24,990.5,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 05:59:59.970,12.4,4.4,80,0.0,9.0,0,990.9,52.5,486.02,6,2014,1036,256,-1
28.5,28.5,2014-06-15 06:59:59.965,13.7,5.0,74,0.0,9.2,0,991.7,252.3,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 07:59:59.960,15.7,9.0,64,0.0,8.9,0,992.3,443.7,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 08:59:59.955,17.6,9.5,55,0.0,8.4,0,992.1,592.6,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-15 09:59:59.950,19.4,10.9,45,0.0,7.1,0,991.6,684.4,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-15 10:59:59.945,20.7,15.7,38,0.0,5.8,0,990.9,708.3,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 11:59:59.940,21.3,18.2,36,0.0,5.6,0,990.7,661.3,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 12:59:59.935,21.1,22.1,40,0.0,6.9,0,990.6,547.1,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 13:59:59.930,20.1,22.2,45,0.0,7.8,0,991.1,379.6,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 14:59:59.925,19.1,19.1,51,0.0,8.7,0,991.2,178.2,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 15:59:59.920,18.0,17.9,57,0.0,9.4,0,991.4,14.7,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 16:59:59.915,17.0,14.8,63,0.0,9.9,0,992.0,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 17:59:59.910,16.0,11.4,68,0.0,10.1,0,992.5,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 18:59:59.905,15.1,9.9,73,0.0,10.3,0,992.7,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 19:59:59.900,14.4,9.0,77,0.0,10.4,0,992.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 20:59:59.895,13.7,8.1,81,0.0,10.5,0,992.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 21:59:59.890,13.3,9.0,85,0.0,10.8,0,992.4,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 22:59:59.885,13.1,13.0,87,0.0,11.0,1,992.7,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-15 23:59:59.880,12.6,11.4,92,0.0,11.3,0,992.3,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 00:59:59.875,12.0,7.8,95,0.0,11.2,0,992.0,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 01:59:59.870,11.5,4.2,97,0.0,11.0,0,991.8,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-16 02:59:59.865,11.1,3.6,98,0.0,10.7,0,991.9,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-16 03:59:59.860,10.7,4.9,99,0.0,10.5,17,992.4,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-16 04:59:59.855,10.6,6.9,100,0.0,10.6,94,993.2,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 05:59:59.850,11.2,9.1,100,0.0,11.2,100,994.0,39.4,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 06:59:59.845,11.3,8.3,97,0.0,10.8,100,994.4,162.0,3571.7,6,2014,1036,256,-1
28.5,28.5,2014-06-16 07:59:59.840,12.7,7.2,85,0.0,10.2,0,994.8,367.3,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 08:59:59.835,15.5,9.0,67,0.0,9.4,0,994.8,602.6,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 09:59:59.830,17.3,11.4,52,0.0,7.3,0,994.3,694.4,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-16 10:59:59.825,18.3,13.8,44,0.0,5.8,0,993.4,717.6,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 11:59:59.820,18.9,13.7,42,0.0,5.7,0,993.0,669.0,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 12:59:59.815,19.3,14.5,40,0.0,5.3,0,992.7,552.5,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 13:59:59.810,19.3,15.8,39,0.0,5.0,0,992.8,383.5,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 14:59:59.805,18.7,16.1,39,0.0,4.4,19,992.9,182.1,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 15:59:59.800,17.7,15.2,42,0.0,4.6,69,992.8,16.2,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 16:59:59.795,16.5,11.6,46,0.0,4.8,46,993.3,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 17:59:59.790,15.4,9.0,51,0.0,5.3,45,993.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 18:59:59.785,14.5,8.2,54,0.0,5.3,37,993.8,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 19:59:59.780,13.9,6.8,57,0.0,5.5,27,993.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 20:59:59.775,13.4,5.0,59,0.0,5.5,18,993.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 21:59:59.770,12.9,3.2,61,0.0,5.6,11,993.4,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-16 22:59:59.765,12.4,1.1,63,0.0,5.6,0,993.2,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-16 23:59:59.760,12.0,0.8,65,0.0,5.6,0,992.9,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-17 00:59:59.755,11.6,1.1,67,0.0,5.6,3,992.7,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-17 01:59:59.750,11.2,1.6,69,0.0,5.7,15,992.3,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-17 02:59:59.745,11.0,2.6,70,0.0,5.7,31,992.3,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 03:59:59.740,10.8,1.4,71,0.0,5.8,49,992.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 04:59:59.735,10.8,0.8,73,0.0,6.1,69,992.7,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 05:59:59.730,11.4,0.7,71,0.0,6.3,71,993.3,51.7,348.62,6,2014,1036,256,-1
28.5,28.5,2014-06-17 06:59:59.725,13.2,0.8,64,0.0,6.5,58,993.9,213.0,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 07:59:59.720,15.4,3.6,58,0.0,7.1,52,994.4,405.9,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 08:59:59.715,17.1,6.6,53,0.0,7.4,41,994.2,554.8,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 09:59:59.710,18.5,7.9,47,0.0,7.0,33,993.4,668.2,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 10:59:59.705,19.5,8.0,42,0.0,6.2,18,992.1,692.9,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-17 11:59:59.700,20.3,8.7,39,0.0,5.8,5,991.8,662.0,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-17 12:59:59.695,20.6,8.6,37,0.0,5.4,0,991.4,554.0,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-17 13:59:59.690,20.7,10.4,37,0.0,5.5,0,991.6,386.6,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-17 14:59:59.685,20.1,9.4,38,0.0,5.3,0,991.6,185.2,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-17 15:59:59.680,19.2,9.1,40,0.0,5.2,0,991.8,17.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 16:59:59.675,17.4,7.0,44,0.0,5.0,0,992.2,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 17:59:59.670,16.0,5.2,48,0.0,5.0,0,992.2,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-17 18:59:59.665,15.1,3.6,52,0.0,5.3,0,991.9,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-17 19:59:59.660,14.3,2.9,54,0.0,5.1,0,991.8,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-17 20:59:59.655,13.8,2.6,56,0.0,5.1,2,991.7,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-17 21:59:59.650,13.3,2.4,58,0.0,5.2,3,991.3,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-17 22:59:59.645,12.8,1.4,60,0.0,5.2,6,990.9,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-17 23:59:59.640,12.5,0.5,61,0.0,5.1,18,990.7,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-18 00:59:59.635,12.2,1.3,62,0.0,5.1,31,990.4,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-18 01:59:59.630,12.0,1.1,63,0.0,5.1,39,989.9,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 02:59:59.625,11.8,2.2,64,0.0,5.2,30,989.6,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-18 03:59:59.620,11.6,1.6,65,0.0,5.2,31,990.0,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-18 04:59:59.615,11.3,1.9,66,0.0,5.2,33,990.5,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-18 05:59:59.610,11.8,2.2,65,0.0,5.4,32,991.0,58.6,915.83,6,2014,1036,256,-1
28.5,28.5,2014-06-18 06:59:59.605,13.9,1.3,57,0.0,5.5,42,991.8,246.9,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 07:59:59.600,16.1,5.3,52,0.0,6.2,12,992.2,426.7,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 08:59:59.595,18.3,7.0,46,0.0,6.4,27,992.0,602.6,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 09:59:59.590,19.5,5.3,40,0.0,5.5,39,991.2,691.4,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 10:59:59.585,20.1,3.1,37,0.0,4.9,41,990.0,702.2,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 11:59:59.580,20.8,1.8,34,0.0,4.4,35,989.6,656.6,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 12:59:59.575,21.4,1.9,32,0.0,4.0,8,989.6,549.4,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 13:59:59.570,21.8,4.8,31,0.0,3.9,38,989.7,390.4,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 14:59:59.565,21.7,8.7,30,0.0,3.4,33,989.7,174.4,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 15:59:59.560,20.7,10.5,32,0.0,3.4,17,990.0,17.7,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 16:59:59.555,18.7,9.1,36,0.0,3.3,0,990.7,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 17:59:59.550,17.1,8.7,40,0.0,3.3,0,990.8,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 18:59:59.545,15.9,6.2,44,0.0,3.7,0,990.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 19:59:59.540,15.1,5.9,46,0.0,3.6,0,990.4,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 20:59:59.535,14.6,3.7,48,0.0,3.7,0,990.3,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-18 21:59:59.530,14.0,1.0,50,0.0,3.7,0,990.0,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-18 22:59:59.525,13.3,1.1,52,0.0,3.7,0,989.7,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-18 23:59:59.520,12.8,1.3,54,0.0,3.7,0,989.6,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-19 00:59:59.515,12.4,0.8,56,0.0,3.8,0,989.4,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-19 01:59:59.510,12.0,0.5,57,0.0,3.7,0,988.9,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-19 02:59:59.505,11.8,0.4,58,0.0,3.8,0,988.7,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-19 03:59:59.500,11.6,0.8,59,0.0,3.9,0,989.1,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-19 04:59:59.495,11.4,0.5,60,0.0,3.9,0,989.8,0.0,0.0,6,2014,1036,256,0
28.5,28.5,2014-06-19 05:59:59.490,11.9,0.8,59,0.0,4.1,0,990.2,66.4,1622.28,6,2014,1036,256,-1
28.5,28.5,2014-06-19 06:59:59.485,14.4,1.1,50,0.0,4.1,0,990.6,270.8,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-19 07:59:59.480,16.7,0.8,43,0.0,4.0,0,991.1,469.1,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-19 08:59:59.475,18.6,3.1,37,0.0,3.6,0,991.0,624.2,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-19 09:59:59.470,20.3,6.5,31,0.0,2.6,0,990.5,717.6,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-19 10:59:59.465,21.5,11.2,28,0.0,2.2,0,989.5,741.5,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-19 11:59:59.460,22.0,14.3,26,0.0,1.6,0,989.1,692.9,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-19 12:59:59.455,19.8,9.6,44,0.0,7.2,0,990.5,578.0,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-19 13:59:59.450,19.8,10.5,44,0.0,7.2,0,990.6,419.0,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-19 14:59:59.445,19.3,10.7,46,0.0,7.4,0,990.8,217.0,3600.0,6,2014,1036,256,2
28.5,28.5,2014-06-19 15:59:59.440,18.4,9.3,50,0.0,7.8,0,991.1,44.0,967.66,6,2014,1036,256,2
28.5,28.5,2014-06-19 16:59:59.435,17.0,7.1,55,0.0,7.9,0,991.5,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-19 17:59:59.430,15.8,5.2,60,0.0,8.1,0,991.9,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-19 18:59:59.425,15.0,5.0,64,0.0,8.2,0,992.1,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-19 19:59:59.420,14.3,5.5,67,0.0,8.2,0,992.3,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-19 20:59:59.415,13.7,5.6,70,0.0,8.3,0,992.4,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-19 21:59:59.410,13.1,5.3,74,0.0,8.6,0,992.3,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-19 22:59:59.405,12.7,4.7,78,0.0,8.9,0,992.2,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-19 23:59:59.400,12.2,4.4,82,0.0,9.2,0,992.0,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-20 00:59:59.395,11.8,4.9,84,0.0,9.2,0,992.0,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-20 01:59:59.390,11.4,5.2,86,0.0,9.1,0,991.9,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-20 02:59:59.385,11.1,5.7,87,0.0,9.0,0,992.0,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-20 03:59:59.380,10.8,5.4,89,0.0,9.1,0,992.3,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-20 04:59:59.375,10.7,5.1,91,0.0,9.3,0,992.7,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-20 05:59:59.370,10.6,4.8,93,0.0,9.5,0,993.0,78.0,2352.28,6,2014,1036,256,-1
28.5,28.5,2014-06-20 06:59:59.365,12.0,10.2,89,0.0,10.3,73,993.9,201.0,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-20 07:59:59.360,13.9,12.7,81,0.0,10.7,69,994.1,336.0,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-20 08:59:59.355,15.5,14.1,72,0.0,10.5,66,994.1,454.0,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-20 09:59:59.350,16.8,13.8,64,0.0,9.9,58,993.6,539.0,3600.0,6,2014,1036,256,3
28.5,28.5,2014-06-20 10:59:59.345,17.9,13.0,57,0.0,9.2,49,992.8,581.0,3600.0,6,2014,1036,256,3
28.5,28.5,2014-06-20 11:59:59.340,18.6,12.9,52,0.0,8.5,41,992.1,568.0,3600.0,6,2014,1036,256,3
28.5,28.5,2014-06-20 12:59:59.335,18.9,13.3,49,0.0,7.9,42,991.7,504.0,3600.0,6,2014,1036,256,3
28.5,28.5,2014-06-20 13:59:59.330,18.8,14.0,48,0.0,7.6,43,991.4,384.0,3600.0,6,2014,1036,256,3
28.5,28.5,2014-06-20 14:59:59.325,18.5,13.5,49,0.0,7.6,44,991.4,207.0,3600.0,6,2014,1036,256,3
28.5,28.5,2014-06-20 15:59:59.320,17.6,11.1,51,0.0,7.4,30,991.6,43.0,1019.11,6,2014,1036,256,-1
28.5,28.5,2014-06-20 16:59:59.315,16.4,7.4,55,0.0,7.4,16,991.9,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-20 17:59:59.310,15.4,4.6,59,0.0,7.4,2,992.2,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-20 18:59:59.305,14.6,3.6,62,0.0,7.4,1,992.2,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-20 19:59:59.300,14.0,3.7,65,0.0,7.5,1,992.2,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-20 20:59:59.295,13.5,3.8,68,0.0,7.7,0,992.1,0.0,0.0,6,2014,1036,256,1
28.5,28.5,2014-06-20 21:59:59.290,13.0,4.0,71,0.0,7.8,26,991.9,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-20 22:59:59.285,12.5,4.0,74,0.0,8.0,53,991.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-20 23:59:59.280,12.1,4.5,77,0.0,8.2,79,991.3,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-21 00:59:59.275,11.7,4.6,81,0.0,8.5,65,991.0,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-21 01:59:59.270,11.3,4.5,85,0.0,8.8,50,990.8,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-21 02:59:59.265,11.0,4.2,88,0.0,9.1,36,990.6,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-21 03:59:59.260,10.8,3.6,91,0.0,9.4,43,990.8,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-21 04:59:59.255,10.8,2.5,93,0.0,9.7,51,991.2,0.0,0.0,6,2014,1036,256,-1
28.5,28.5,2014-06-21 05:59:59.250,11.2,1.8,92,0.0,10.0,58,991.4,66.0,1762.46,6,2014,1036,256,-1
28.5,28.5,2014-06-21 06:59:59.245,12.5,1.5,87,0.0,10.4,41,991.7,218.0,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-21 07:59:59.240,14.2,1.6,78,0.0,10.4,24,991.8,401.0,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-21 08:59:59.235,15.8,3.3,70,0.0,10.4,7,991.7,570.0,3600.0,6,2014,1036,256,-1
28.5,28.5,2014-06-21 09:59:59.230,17.1,6.1,61,0.0,9.5,27,991.1,674.0,3600.0,6,2014,1036,256,-1
